Date (Year-Month),Location,Category,Reference_Index,Index(%)
2008-06,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
2008-06,"Kelowna, British Columbia",House only,"Index, 201612=100",
2008-06,"Kelowna, British Columbia",Land only,"Index, 201612=100",
2008-06,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",100.4
2008-06,"Vancouver, British Columbia",House only,"Index, 201612=100",101.4
2008-06,"Vancouver, British Columbia",Land only,"Index, 201612=100",99.8
2008-06,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",115.0
2008-06,"Victoria, British Columbia",House only,"Index, 201612=100",124.3
2008-06,"Victoria, British Columbia",Land only,"Index, 201612=100",102.6
2008-07,Canada,Total (house and land),"Index, 201612=100",88.2
2008-07,Canada,House only,"Index, 201612=100",86.3
2008-07,Canada,Land only,"Index, 201612=100",92.8
2008-07,Atlantic Region,Total (house and land),"Index, 201612=100",88.3
2008-07,Atlantic Region,House only,"Index, 201612=100",89.5
2008-07,Atlantic Region,Land only,"Index, 201612=100",84.1
2008-07,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",82.0
2008-07,Newfoundland and Labrador,House only,"Index, 201612=100",84.5
2008-07,Newfoundland and Labrador,Land only,"Index, 201612=100",75.6
2008-07,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",82.0
2008-07,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",84.5
2008-07,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",75.6
2008-07,Prince Edward Island,Total (house and land),"Index, 201612=100",98.9
2008-07,Prince Edward Island,House only,"Index, 201612=100",101.7
2008-07,Prince Edward Island,Land only,"Index, 201612=100",87.4
2008-07,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",98.9
2008-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.7
2008-07,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",87.4
2008-07,Nova Scotia,Total (house and land),"Index, 201612=100",90.5
2008-07,Nova Scotia,House only,"Index, 201612=100",89.6
2008-07,Nova Scotia,Land only,"Index, 201612=100",93.9
2008-07,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",90.5
2008-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",89.6
2008-07,"Halifax, Nova Scotia",Land only,"Index, 201612=100",93.9
2008-07,New Brunswick,Total (house and land),"Index, 201612=100",93.5
2008-07,New Brunswick,House only,"Index, 201612=100",93.8
2008-07,New Brunswick,Land only,"Index, 201612=100",93.6
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",93.5
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",93.8
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",93.6
2008-07,Quebec,Total (house and land),"Index, 201612=100",88.1
2008-07,Quebec,House only,"Index, 201612=100",90.4
2008-07,Quebec,Land only,"Index, 201612=100",82.7
2008-07,"Québec, Quebec",Total (house and land),"Index, 201612=100",85.9
2008-07,"Québec, Quebec",House only,"Index, 201612=100",90.5
2008-07,"Québec, Quebec",Land only,"Index, 201612=100",77.2
2008-07,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
2008-07,"Sherbrooke, Quebec",House only,"Index, 201612=100",
2008-07,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
2008-07,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
2008-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
2008-07,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
2008-07,"Montréal, Quebec",Total (house and land),"Index, 201612=100",88.5
2008-07,"Montréal, Quebec",House only,"Index, 201612=100",90.2
2008-07,"Montréal, Quebec",Land only,"Index, 201612=100",84.2
2008-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
2008-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
2008-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
2008-07,Ontario,Total (house and land),"Index, 201612=100",79.0
2008-07,Ontario,House only,"Index, 201612=100",74.2
2008-07,Ontario,Land only,"Index, 201612=100",90.2
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",90.8
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",91.3
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",91.0
2008-07,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
2008-07,"Oshawa, Ontario",House only,"Index, 201612=100",
2008-07,"Oshawa, Ontario",Land only,"Index, 201612=100",
2008-07,"Toronto, Ontario",Total (house and land),"Index, 201612=100",74.8
2008-07,"Toronto, Ontario",House only,"Index, 201612=100",68.0
2008-07,"Toronto, Ontario",Land only,"Index, 201612=100",88.7
2008-07,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",85.8
2008-07,"Hamilton, Ontario",House only,"Index, 201612=100",81.6
2008-07,"Hamilton, Ontario",Land only,"Index, 201612=100",95.1
2008-07,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",86.9
2008-07,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",83.0
2008-07,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",97.1
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",85.7
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.6
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",99.0
2008-07,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
2008-07,"Guelph, Ontario",House only,"Index, 201612=100",
2008-07,"Guelph, Ontario",Land only,"Index, 201612=100",
2008-07,"London, Ontario",Total (house and land),"Index, 201612=100",87.0
2008-07,"London, Ontario",House only,"Index, 201612=100",84.1
2008-07,"London, Ontario",Land only,"Index, 201612=100",100.1
2008-07,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.8
2008-07,"Windsor, Ontario",House only,"Index, 201612=100",94.7
2008-07,"Windsor, Ontario",Land only,"Index, 201612=100",94.7
2008-07,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",96.6
2008-07,"Greater Sudbury, Ontario",House only,"Index, 201612=100",96.6
2008-07,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",97.0
2008-07,Prairie Region,Total (house and land),"Index, 201612=100",98.4
2008-07,Prairie Region,House only,"Index, 201612=100",98.8
2008-07,Prairie Region,Land only,"Index, 201612=100",97.9
2008-07,Manitoba,Total (house and land),"Index, 201612=100",77.6
2008-07,Manitoba,House only,"Index, 201612=100",77.6
2008-07,Manitoba,Land only,"Index, 201612=100",77.4
2008-07,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",77.6
2008-07,"Winnipeg, Manitoba",House only,"Index, 201612=100",77.6
2008-07,"Winnipeg, Manitoba",Land only,"Index, 201612=100",77.4
2008-07,Saskatchewan,Total (house and land),"Index, 201612=100",93.8
2008-07,Saskatchewan,House only,"Index, 201612=100",99.9
2008-07,Saskatchewan,Land only,"Index, 201612=100",77.1
2008-07,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",84.0
2008-07,"Regina, Saskatchewan",House only,"Index, 201612=100",89.8
2008-07,"Regina, Saskatchewan",Land only,"Index, 201612=100",66.8
2008-07,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",103.0
2008-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",109.7
2008-07,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",85.5
2008-07,Alberta,Total (house and land),"Index, 201612=100",100.6
2008-07,Alberta,House only,"Index, 201612=100",100.6
2008-07,Alberta,Land only,"Index, 201612=100",101.0
2008-07,"Calgary, Alberta",Total (house and land),"Index, 201612=100",91.8
2008-07,"Calgary, Alberta",House only,"Index, 201612=100",93.8
2008-07,"Calgary, Alberta",Land only,"Index, 201612=100",88.2
2008-07,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",109.8
2008-07,"Edmonton, Alberta",House only,"Index, 201612=100",107.2
2008-07,"Edmonton, Alberta",Land only,"Index, 201612=100",116.3
2008-07,British Columbia,Total (house and land),"Index, 201612=100",101.9
2008-07,British Columbia,House only,"Index, 201612=100",103.5
2008-07,British Columbia,Land only,"Index, 201612=100",100.0
2008-07,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
2008-07,"Kelowna, British Columbia",House only,"Index, 201612=100",
2008-07,"Kelowna, British Columbia",Land only,"Index, 201612=100",
2008-07,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",100.5
2008-07,"Vancouver, British Columbia",House only,"Index, 201612=100",101.4
2008-07,"Vancouver, British Columbia",Land only,"Index, 201612=100",99.8
2008-07,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",115.3
2008-07,"Victoria, British Columbia",House only,"Index, 201612=100",124.9
2008-07,"Victoria, British Columbia",Land only,"Index, 201612=100",102.6
2008-08,Canada,Total (house and land),"Index, 201612=100",88.2
2008-08,Canada,House only,"Index, 201612=100",86.3
2008-08,Canada,Land only,"Index, 201612=100",92.9
2008-08,Atlantic Region,Total (house and land),"Index, 201612=100",88.6
2008-08,Atlantic Region,House only,"Index, 201612=100",89.9
2008-08,Atlantic Region,Land only,"Index, 201612=100",84.2
2008-08,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",82.6
2008-08,Newfoundland and Labrador,House only,"Index, 201612=100",85.3
2008-08,Newfoundland and Labrador,Land only,"Index, 201612=100",75.9
2008-08,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",82.6
2008-08,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",85.3
2008-08,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",75.9
2008-08,Prince Edward Island,Total (house and land),"Index, 201612=100",98.5
2008-08,Prince Edward Island,House only,"Index, 201612=100",101.1
2008-08,Prince Edward Island,Land only,"Index, 201612=100",87.4
2008-08,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",98.5
2008-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1
2008-08,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",87.4
2008-08,Nova Scotia,Total (house and land),"Index, 201612=100",90.5
2008-08,Nova Scotia,House only,"Index, 201612=100",89.6
2008-08,Nova Scotia,Land only,"Index, 201612=100",93.9
2008-08,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",90.5
2008-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",89.6
2008-08,"Halifax, Nova Scotia",Land only,"Index, 201612=100",93.9
2008-08,New Brunswick,Total (house and land),"Index, 201612=100",94.0
2008-08,New Brunswick,House only,"Index, 201612=100",94.4
2008-08,New Brunswick,Land only,"Index, 201612=100",93.6
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",94.0
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",94.4
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",93.6
2008-08,Quebec,Total (house and land),"Index, 201612=100",88.8
2008-08,Quebec,House only,"Index, 201612=100",91.0
2008-08,Quebec,Land only,"Index, 201612=100",83.9
2008-08,"Québec, Quebec",Total (house and land),"Index, 201612=100",87.1
2008-08,"Québec, Quebec",House only,"Index, 201612=100",91.5
2008-08,"Québec, Quebec",Land only,"Index, 201612=100",78.7
2008-08,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
2008-08,"Sherbrooke, Quebec",House only,"Index, 201612=100",
2008-08,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
2008-08,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
2008-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
2008-08,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
2008-08,"Montréal, Quebec",Total (house and land),"Index, 201612=100",89.0
2008-08,"Montréal, Quebec",House only,"Index, 201612=100",90.8
2008-08,"Montréal, Quebec",Land only,"Index, 201612=100",85.3
2008-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
2008-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
2008-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
2008-08,Ontario,Total (house and land),"Index, 201612=100",79.1
2008-08,Ontario,House only,"Index, 201612=100",74.4
2008-08,Ontario,Land only,"Index, 201612=100",90.2
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",90.8
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",91.3
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",91.0
2008-08,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
2008-08,"Oshawa, Ontario",House only,"Index, 201612=100",
2008-08,"Oshawa, Ontario",Land only,"Index, 201612=100",
2008-08,"Toronto, Ontario",Total (house and land),"Index, 201612=100",74.9
2008-08,"Toronto, Ontario",House only,"Index, 201612=100",68.2
2008-08,"Toronto, Ontario",Land only,"Index, 201612=100",88.7
2008-08,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",85.9
2008-08,"Hamilton, Ontario",House only,"Index, 201612=100",81.7
2008-08,"Hamilton, Ontario",Land only,"Index, 201612=100",95.1
2008-08,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",86.9
2008-08,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",83.1
2008-08,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",97.1
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",85.9
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",99.0
2008-08,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
2008-08,"Guelph, Ontario",House only,"Index, 201612=100",
2008-08,"Guelph, Ontario",Land only,"Index, 201612=100",
2008-08,"London, Ontario",Total (house and land),"Index, 201612=100",87.0
2008-08,"London, Ontario",House only,"Index, 201612=100",84.1
2008-08,"London, Ontario",Land only,"Index, 201612=100",100.1
2008-08,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.7
2008-08,"Windsor, Ontario",House only,"Index, 201612=100",94.5
2008-08,"Windsor, Ontario",Land only,"Index, 201612=100",94.7
2008-08,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",96.6
2008-08,"Greater Sudbury, Ontario",House only,"Index, 201612=100",96.6
2008-08,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",97.0
2008-08,Prairie Region,Total (house and land),"Index, 201612=100",97.9
2008-08,Prairie Region,House only,"Index, 201612=100",98.1
2008-08,Prairie Region,Land only,"Index, 201612=100",97.9
2008-08,Manitoba,Total (house and land),"Index, 201612=100",77.7
2008-08,Manitoba,House only,"Index, 201612=100",77.8
2008-08,Manitoba,Land only,"Index, 201612=100",77.4
2008-08,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",77.7
2008-08,"Winnipeg, Manitoba",House only,"Index, 201612=100",77.8
2008-08,"Winnipeg, Manitoba",Land only,"Index, 201612=100",77.4
2008-08,Saskatchewan,Total (house and land),"Index, 201612=100",92.3
2008-08,Saskatchewan,House only,"Index, 201612=100",97.8
2008-08,Saskatchewan,Land only,"Index, 201612=100",77.1
2008-08,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",84.0
2008-08,"Regina, Saskatchewan",House only,"Index, 201612=100",89.8
2008-08,"Regina, Saskatchewan",Land only,"Index, 201612=100",66.8
2008-08,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",99.8
2008-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",105.1
2008-08,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",85.5
2008-08,Alberta,Total (house and land),"Index, 201612=100",100.1
2008-08,Alberta,House only,"Index, 201612=100",99.9
2008-08,Alberta,Land only,"Index, 201612=100",101.0
2008-08,"Calgary, Alberta",Total (house and land),"Index, 201612=100",91.1
2008-08,"Calgary, Alberta",House only,"Index, 201612=100",92.7
2008-08,"Calgary, Alberta",Land only,"Index, 201612=100",88.1
2008-08,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",109.7
2008-08,"Edmonton, Alberta",House only,"Index, 201612=100",107.1
2008-08,"Edmonton, Alberta",Land only,"Index, 201612=100",116.3
2008-08,British Columbia,Total (house and land),"Index, 201612=100",101.8
2008-08,British Columbia,House only,"Index, 201612=100",103.4
2008-08,British Columbia,Land only,"Index, 201612=100",100.0
2008-08,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
2008-08,"Kelowna, British Columbia",House only,"Index, 201612=100",
2008-08,"Kelowna, British Columbia",Land only,"Index, 201612=100",
2008-08,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",100.4
2008-08,"Vancouver, British Columbia",House only,"Index, 201612=100",101.3
2008-08,"Vancouver, British Columbia",Land only,"Index, 201612=100",99.8
2008-08,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",115.0
2008-08,"Victoria, British Columbia",House only,"Index, 201612=100",124.4
2008-08,"Victoria, British Columbia",Land only,"Index, 201612=100",102.6
2008-09,Canada,Total (house and land),"Index, 201612=100",88.3
